change_type	doc_id	source_system	document_type	doc_date	status	url	detail
added	doc-govinfo-transcript-07e152ded8cc	govinfo_wssearch	congressional_record_transcript	2025-09-04	published	https://www.govinfo.gov/content/pkg/CREC-2025-09-04/html/CREC-2025-09-04-pt1-PgS6334-3.htm	Text of Senate Amendment 3771
added	doc-govinfo-transcript-3d4ac810913a	govinfo_wssearch	congressional_record_transcript	2025-09-03	published	https://www.govinfo.gov/content/pkg/CREC-2025-09-03/html/CREC-2025-09-03-pt1-PgH3771.htm	PROVIDING FOR CONSIDERATION OF H.R. 4553, ENERGY AND WATER DEVELOPMENT AND RELATED AGENCIES APPROPRIATIONS ACT, 2026; PROVIDING FOR CONSIDERATION OF H.J. RES. 104, PROVIDING FOR CONGRESSIONAL...
added	doc-govinfo-transcript-4dc4d5bd2bda	govinfo_wssearch	congressional_record_transcript	2025-11-20	published	https://www.govinfo.gov/content/pkg/CREC-2025-11-20/html/CREC-2025-11-20-pt1-PgH4829-3.htm	IRREFUTABLE EVIDENCE
added	doc-govinfo-transcript-db958ed50987	govinfo_wssearch	congressional_record_transcript	2025-09-03	published	https://www.govinfo.gov/content/pkg/CREC-2025-09-03/html/CREC-2025-09-03-pt1-PgH3780.htm	COMMITTEE ON OVERSIGHT AND GOVERNMENT REFORM EPSTEIN INVESTIGATION
added	doc-recap-483f952e3953	courtlistener_recap	pacer_recap_document	2026-01-22	unavailable	https://www.courtlistener.com/docket/72177563/1/3/doe-v-estate-of-jeffrey-epstein/	Doe v. Estate of Jeffrey Epstein - Summon(s)
added	doc-recap-f4a2eb2288d2	courtlistener_recap	pacer_recap_document	2026-01-22	unavailable	https://www.courtlistener.com/docket/72177563/1/1/doe-v-estate-of-jeffrey-epstein/	Doe v. Estate of Jeffrey Epstein - Civil Cover Sheet
removed	doc-govinfo-transcript-14f372471989	govinfo_wssearch	congressional_record_transcript	2025-07-24	published	https://www.govinfo.gov/content/pkg/CREC-2025-07-24/html/CREC-2025-07-24-pt1-PgS4703.htm	SENATE RESOLUTION 335--CALLING ON FEDERAL AND STATE COURTS TO PROVIDE FULL TRANSPARENCY TO THE PEOPLE OF THE UNITED STATES BY UNSEALING MATERIALS CONCERNING MR. JEFFREY EPSTEIN
removed	doc-govinfo-transcript-32517ca53042	govinfo_wssearch	congressional_record_transcript	2025-07-30	published	https://www.govinfo.gov/content/pkg/CREC-2025-07-30/html/CREC-2025-07-30-pt1-PgS4921-5.htm	Text of Senate Amendment 3140
removed	doc-govinfo-transcript-5f5797d2fdf5	govinfo_wssearch	congressional_record_transcript	2025-07-29	published	https://www.govinfo.gov/content/pkg/CREC-2025-07-29/html/CREC-2025-07-29-pt1-PgS4789.htm	Nomination of Emil J. Bove III (Executive Session)
removed	doc-govinfo-transcript-69c3f9d9ce3c	govinfo_wssearch	congressional_record_transcript	2025-09-02	published	https://www.govinfo.gov/content/pkg/CREC-2025-09-02/html/CREC-2025-09-02-pt1-PgD857.htm	Daily Digest/House Committee Meetings
removed	doc-govinfo-transcript-c771c1d91c83	govinfo_wssearch	congressional_record_transcript	2025-09-02	published	https://www.govinfo.gov/content/pkg/CREC-2025-09-02/html/CREC-2025-09-02-pt1-PgH3756.htm	PUBLIC BILLS AND RESOLUTIONS
removed	doc-govinfo-transcript-d2204fbbbd6e	govinfo_wssearch	congressional_record_transcript	2026-02-12	published	https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS610.htm	SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS
removed	doc-recap-31328936be79	courtlistener_recap	pacer_recap_document	2026-01-22	unavailable	https://www.courtlistener.com/docket/72177563/1/4/doe-v-estate-of-jeffrey-epstein/	Doe v. Estate of Jeffrey Epstein - Summon(s)
removed	doc-recap-e58c10b2d148	courtlistener_recap	pacer_recap_document	2026-01-22	unavailable	https://www.courtlistener.com/docket/72177563/1/2/doe-v-estate-of-jeffrey-epstein/	Doe v. Estate of Jeffrey Epstein - Summon(s)
